User,Tweet,Left
@PODEMOS,"('vivir', 'reacción', 'antidemocrático', 'cgpj', 'bloquear', 'avance', 'social', 'y', 'eximir', 'corrupción', 'pp', 'continúar', 'deslegitimación', 'judicial', 'solución', 'dimisión', 'explicar')",1
@PODEMOS,"('caso', 'demostrar', 'periodismo', 'critico', 'y', 'serio', 'dar', 'espalda', 'a', 'ultra', 'y', 'fanático', 'libertad', 'y', 'democracia', 'quedar', 'a', 'merced', 'interés', 'económico', 'perverso', 'historia', 'prueba')",1
@PODEMOS,"('triplete', 'casado', 'enésimo', 'demostrar', 'pp', 'sinónimo', 'corrupción', 'corrupción', 'corrupción', 'nivel')",1
@PODEMOS,"('rey', 'pluriempleado', 'precariedad', 'laboral', 'rey', 'a', 'completo', 'y', 'comisionista', 'internacional', 'rato', 'libre', 'o', 'contrario', 'y', 'amparado', 'político', 'y', 'prensa', 'jefatura', 'vergüenza', 'internacional', 'españa')",1
@PODEMOS,"('noticia', 'semana', 'diferencia')",1
@PODEMOS,"('seguir', 'subir', 'smi', 'subida', 'histórico', 'y', 'paro', 'bajar', 'derecha', 'subida', 'malo', 'demostrar', 'contrario', 'miedo', 'trabajador', 'poder', 'explotar')",1
@PODEMOS,"('a', 'sector', 'eléctrico', 'mantener', 'luz', 'a', 'mil', 'niño', 'cañada', 'real', 'nevada', 'siglo', 'pedir', 'responsabilidad', 'y', 'obligación', 'energíapúblicaya')",1
@PODEMOS,"('horizonte', 'republicano', 'representar', 'salida', 'democrático', 'a', 'crisis', 'régimen', 'provocado', 'contradicción', 'interno', 'y', 'incapacidad', 'responder', 'a', 'necesidad', 'país', 'país', 'artículo')",1
@PODEMOS,"('afrontar', 'récord', 'precio', 'luz', 'y', 'unido', 'entender', 'actuar', 'opción', 'presentar', 'proposición', 'ley', 'crear', 'empresa', 'público', 'energía', 'energíapúblicaya')",1
@PODEMOS,"('unidas', 'presentar', 'proposición', 'ley', 'crear', 'empresa', 'público', 'energía', 'bajar', 'factura', 'luz', 'energíapúblicaya', 'dato')",1
@PODEMOS,"('aparato', 'hábito', 'nocturno', 'energíapúblicaya')",1
@PODEMOS,"('a', 'esperar', 'energíapúblicaya')",1
@PODEMOS,"('crear', 'empresa', 'público', 'energía', 'máximo', 'prioridad', 'país', 'europeo', 'energíapúblicaya')",1
@PODEMOS,"('lavadora', 'encender', 'ventilador', 'encender', 'luz', 'comedor', 'bajar', 'factura', 'luz', 'energíapúblicaya')",1
@PODEMOS,"('fondo', 'europeo', 'servir', 'activar', 'economía', 'cuidado', 'cumplir', 'objetivo', 'económico', 'y', 'garantizar', 'empleo', 'digno', 'sector', 'y', 'objetivo', 'principal', 'cuidar', 'y', 'persona', 'y', 'tener', 'vida')",1
@PODEMOS,"('bajada', 'paro', 'histórico', 'sexto', 'mes', 'consecutivo', 'bajada', 'mes', 'agosto', 'registro', 'dato', 'demostrar', 'camino', 'avanzar', 'recuperación', 'justo', 'y')",1
@PODEMOS,"('bajada', 'histórico', 'paro', 'persona', 'bajada', 'historia', 'mes', 'agosto', 'registro', 'mes', 'desempleo', 'reducir', 'persona', 'y', 'confirmar', 'crisis', 'tocar', 'seguir', 'trabajar')",1
@PODEMOS,"('paso', 'lucha', 'precariedad', 'y', 'pobreza', 'país', 'y', 'a', 'seguir', 'dejar yo', 'piel', 'llegar', 'a', 'legislatura')",1
@PODEMOS,"('psoe', 'aceptar', 'propuesta', 'limitar', 'precio', 'energía', 'nuclear', 'e', 'hidroeléctrico', 'factura', 'luz', 'bajar', 'forma', 'inmediato', 'valentía', 'y', 'voluntad', 'político', 'acabar', 'estafa')",1
@PODEMOS,"('unidas', 'llevamos', 'defender', 'subida', 'salario', 'mínimo', 'y', 'celebrar', 'agente', 'social', 'estar', 'negociar', 'subida', 'carácter', 'inmediato', 'gracias', 'a', 'insistencia', 'ministerio', 'volver', 'a', 'demostrar')",1
@PODEMOS,"('esfuerzo', 'comunidad', 'científico', 'y', 'y', 'sanitario', 'país', 'lograr', 'parecer', 'imposible', 'y', 'a', 'cabeza', 'vacunación', 'mundo', 'lección', 'aprendido', 'público', 'funcionar')",1
@PODEMOS,"('llamar', 'constitucionalista', 'pisotear', 'mandato', 'constitucional', 'pp', 'incumplir', 'constitución', 'boicotear', 'renovación', 'judicial', 'controlar él')",1
@PODEMOS,"('españa', 'a', 'cabeza', 'europa', 'defensa', 'colectivo', 'lgtbi', 'pionero', 'y', 'seguir', 'orgullo')",1
@PODEMOS,"('interés', 'ciudadanía', 'interés', 'oligopolio', 'eléctrico', 'perder', 'entrevista', 'a', 'actualidad', 'informativo')",1
@PODEMOS,"('cgpj', 'manos', 'corrupto', 'secuestro', 'pp')",1
@PODEMOS,"('jornada', 'equipo', 'paralímpico', 'tokio', 'marta', 'fernández', 'adi', 'iglesias', 'sergio', 'garrote', 'sarai', 'gascón', 'luis', 'christian', 'venge', 'y', 'noel', 'martín', 'enhorabuena')",1
@PODEMOS,"('creación', 'empresa', 'público', 'energía', 'permitir', 'reducir', 'factura', 'luz', 'y', 'introducir', 'clave', 'competencia', 'y', 'transparencia', 'mercado', 'energético')",1
@PODEMOS,"('nadadora', 'marta', 'fernández', 'medalla', 'oro', 'y', 'récord', 'españa', 'metro', 'braza', 'y', 'medalla', 'y', 'delegación', 'español', 'orgullo', 'enhorabuena', 'campeona')",1
@PODEMOS,"('a', 'dejar', 'batalla', 'valentía', 'y', 'voluntad', 'político', 'a', 'abuso', 'eléctrica', 'y', 'abaratar', 'factura', 'luz', 'poner', 'propuesta', 'mesa', 'detallar', 'entrevista')",1
@PODEMOS,"('cgpj', 'nombrar', 'a', 'juez', 'alto', 'tribunal', 'a', 'juzgar', 'mayoría', 'caso', 'corrupción', 'oh', 'sorpresa', 'mayoría', 'pp', 'consejo', 'caducado', 'pp', 'negar', 'a', 'renovar él', 'fórmula', 'mafioso')",1
@PODEMOS,"('ganar', 'plata', 'olímpico', 'y', 'sumar', 'a', 'michael', 'phelps', 'duda', 'mejor', 'deportista', 'tiempo', 'desgraciadamente', 'semejante', 'gesta', 'atención', 'merecer', 'orgullo', 'españa', 'enhorabuena')",1
@PODEMOS,"('a', 'casado', 'ser', 'país', 'mundo', 'tasa', 'vacunación', 'ser', 'país', 'referente', 'acogida', 'afgano', 'o', 'haber', 'recuperar', 'cifra', 'pandemia', 'españa', 'malo', 'pp')",1
@PODEMOS,"('poner', 'a', 'ley', 'selva', 'y', 'apostar', 'juegolimpio', 'publicidad', 'juego', 'a', 'bono', 'bienvenida', 'famoso', 'publicidad', 'casa', 'apuesta', 'publicidad', 'radio', 'y', 'tele', 'prohibido', 'a', 'madrugada', 'regulación', 'internet')",1
@PODEMOS,"('pp', 'secuestrar', 'cgpj', 'mil', 'saber', 'rajoy', 'saber', 'espionaje', 'a', 'bárcena', 'cospedal', 'y', 'fernández', 'díaz', 'espionaje', 'cifuentes', 'falsificar', 'máster', 'entender', 'querer', 'renovar él')",1
@PODEMOS,"('cultura', 'y', 'sociedad', 'mecanismo', 'opresión', 'mujer', 'clave', 'generar', 'alianza', 'proyecto', 'emancipación', 'mujer', 'cultura', 'y', 'país', 'irenemonteroenlacafetera')",1
@PODEMOS,"('política', 'institucional', 'lugar', 'ejercer', 'importante', 'gente', 'resolver', 'crisis', 'sentido', 'democracia', 'derecho', 'y', 'justicia', 'social', 'estar', 'lugar', 'irenemonteroenlacafetera')",1
@PODEMOS,"('minuto', 'ministra', 'igualdad', 'micrófono', 'analizar', 'actualidad', 'político', 'podrer', 'seguir él', 'directo')",1
@PODEMOS,"('y', 'a', 'compañera', 'inauguración', 'mural', 'feminista', 'ciudad', 'lineal', 'ataque', 'recibir', 'ultraderecha', 'elmuralnosetoca')",1
@PODEMOS,"('fantástico', 'jornada', 'expedición', 'paralímpico', 'español', 'record', 'mundial', 'incluido', 'michelle', 'alonso', 'record', 'mundial', 'gerard', 'descarrega', 'sara', 'martínez', 'eva', 'moral', 'lb')",1
@PODEMOS,"('artículo', 'gente', 'esperar', 'a', 'ritmo', 'eterno', 'psoe')",1
@PODEMOS,"('genio', 'y', 'figura', 'cumplir', 'año', 'nacimiento', 'actor', 'director', 'y', 'escritor', 'fernando', 'fernán', 'gómez', 'película', 'y', 'año', 'carrera', 'consagrar', 'ilustre', 'y', 'prolongado', 'cine', 'español', 'año', 'vida', 'persona')",1
@PODEMOS,"('medalla', 'oro', 'fantástico', 'jornada', 'delegación', 'paralímpico', 'susana', 'rodríguez', 'y', 'sara', 'loehr', 'kim', 'lópez', 'ouhdadi', 'héctor', 'catalá', 'y', 'gustavo', 'rodríguez', 'alejandro', 'sánchez', 'ten', 'jaramillo', 'y', 'cabello')",1
@PODEMOS,"('impresionante', 'cadena', 'humano', 'mil', 'persona', 'abrazar', 'mar', 'menor', 'acto', 'simbólico', 'proteger él', 'frente', 'a', 'desprotección', 'sufrir', 'década', 'abracemosalmarmenor')",1
@PODEMOS,"('mural', 'feminista', 'ciudad', 'lineal', 'vivo', 'y', 'presente', 'gracias', 'movimiento', 'vecinal')",1
@PODEMOS,"('medalla', 'plata', 'deportista', 'paralímpico', 'iñigo', 'llopis', 'marta', 'fernández', 'sergio', 'ibáñez')",1
@PODEMOS,"('gobierno', 'región', 'murcia', 'pp', 'permitir', 'y', 'proteger', 'contaminación', 'mar', 'menor', 'agronegocio', 'y', 'especulación', 'urbanístico', 'dejar', 'campar', 'a', 'anchas', 'tener', 'consecuencia', 'ver')",1
@PODEMOS,"('plata', 'españa', 'paralympics', 'éxito', 'miguel', 'luque', 'metro', 'braza', 'y', 'toni', 'ponce', 'metro', 'óscar', 'salaguero', 'conseguir', 'medalla', 'plata', 'metro', 'braza', 'enhorabuena', 'a')",1
@PODEMOS,"('deber', 'actuar', 'desastre', 'ecológico', 'mar', 'menor', 'creación', 'marmenorparqueregional', 'dotar', 'a', 'laguna', 'máximo', 'protección', 'jurídico', 'moratoria', 'urbanístico', 'indefinido', 'frente', 'a', 'pelotazo', 'inmobiliario')",1
@PODEMOS,"('y', 'historia', 'volver', 'a', 'impedir', 'investigar', 'trapo', 'sucio', 'monarquía')",1
@PODEMOS,"('alfonso', 'cabello', 'ganar', 'medalla', 'oro', 'españa', 'batir', 'récord', 'mundial', 'contrarreloj', 'm', 'enhorabuena', 'paralympics')",1
@PODEMOS,"('problema', 'encarecimiento', 'luz', 'a', 'resolver', 'enfrentar', 'oligopolio', 'eléctrico', 'defender', 'necesidad', 'empresa', 'público', 'energía', 'incidir', 'y', 'regular', 'precio', 'mercado')",1
@PODEMOS,"('señoría', 'pp', 'debilitamiento', 'institución', 'venir', 'privatización', 'servicio', 'y', 'depredación', 'público', 'predicar', 'y')",1
@PODEMOS,"('lezo', 'gürtel', 'taula', 'kitchen', 'precisamente', 'patrimonialismo', 'pp', 'denunciar', 'denunciar él él', 'a', 'aplique él', 'poquito', 'cuento')",1
@PODEMOS,"('eléctrica', 'cobrando tú', 'energía', 'barato', 'precio', 'caro', 'limitar', 'precio', 'energía', 'nuclear', 'e', 'hidroeléctrico', 'y', 'abaratar', 'factura', 'luz', 'forma', 'inmediato')",1
@PODEMOS,"('partido', 'disfrazar', 'arquitecta', 'iván', 'y', 'vídeo', 'precisamente')",1
@PODEMOS,"('mar', 'menor', 'golpe', 'muerte', 'y', 'problema', 'situación', 'ver', 'acción', 'o', 'causa', 'concreto', 'resultado', 'década', 'política', 'negligent', 'gobierno', 'murciano')",1
@PODEMOS,"('y', 'pescadería', 'cobrar', 'boquerón', 'a', 'precio', 'perceb', 'eléctrica', 'tipo', 'energía', 'cobrar', 'barato', 'precio', 'caro', 'acabar', 'trampa', 'abaratar', 'factura', 'luz', 'forma', 'inmediato')",1
@PODEMOS,"('comenzar', 'juego', 'paralímpico', 'orgullo', 'equipo', 'fuerza', 'y', 'suerte')",1
@PODEMOS,"('quedar', 'y', 'a', 'seguir', 'trabajar', 'financiación', 'y', 'sostenibilidad', 'sistema', 'público', 'pensión', 'reducción', 'brecha', 'género', 'y', 'pensión', 'mínimo', 'y', 'contributiva', 'garantizar', 'pensión', 'digno', 'a', 'y')",1
@PODEMOS,"('trabajar', 'esfuerzo', 'conseguir él', 'avance', 'haber', 'empuje', 'y', 'pensionista', 'año', 'salir', 'a', 'manifestar él', 'defensa', 'derecho', 'y', 'lucha', 'y', 'dignidad')",1
@PODEMOS,"('dar', 'paso', 'fundamental', 'garantizar', 'pensión', 'digno', 'a', 'mayor', 'dar', 'carpetazo', 'a', 'política', 'recorte', 'pp', 'a', 'pensión', 'revalorizar', 'ipc', 'mantener', 'mínimo', 'adquisitivo')",1
@PODEMOS,"('fijar', 'precio', 'nuclear', 'y', 'establecer', 'precio', 'máximo', 'hidroeléctrica', 'formar', 'estrategia', 'poner él', 'coto', 'a', 'beneficio', 'caído', 'cielo', 'eléctrica', 'permitir', 'ciudadanía', 'pagar', 'luz')",1
@PODEMOS,"('necesario', 'garantizar', 'sostenibilidad', 'sistema', 'público', 'pensión', 'y', 'devaluación')",1
@PODEMOS,"('llevár', 'año', 'luchar', 'eliminación', 'factor', 'sostenibilidad', 'básicamente', 'trampa', 'bajar', 'pensión', 'y', 'quedar', 'completamente', 'eliminado', 'faltar', 'avanzar', 'llegar', 'importante')",1
@PODEMOS,"('poner', 'a', 'timo', 'factura', 'luz', 'bajar', 'forma', 'inmediato')",1
@PODEMOS,"('familia', 'afrontar', 'subida', 'desorbitado', 'luz', 'eléctrica', 'llenar', 'bolsillo', 'beneficio', 'caído', 'cielo', 'a', 'timo', 'bajar', 'factura', 'luz', 'forma', 'inmediato')",1
@PODEMOS,"('proponer', 'limitar', 'precio', 'energía', 'nuclear', 'e', 'hidroeléctrico', 'bajar', 'forma', 'inmediato', 'factura', 'luz', 'acabar', 'beneficio', 'caído', 'cielo', 'suponer', 'mil', 'millón', 'euros', 'ahorro', 'familia')",1
@PODEMOS,"('subir', 'factura', 'luz', 'mercado', 'eléctrico', 'timo', 'pagar', 'tecnología', 'producción', 'energía', 'precio', 'y', 'precio', 'alto', 'hablar', 'beneficio', 'caído', 'cielo', 'eléctrica')",1
@PODEMOS,"('proponer', 'bajar', 'factura', 'luz', 'forma', 'inmediato', 'y', 'acabar', 'timo', 'eléctricas')",1
@PODEMOS,"('falso', 'mito', 'derecha', 'quedar', 'desmontado', 'quedar', 'único', 'aumentar', 'rebaja', 'fiscal', 'rico', 'desigualdad', 'seguir', 'luchar', 'reforma', 'fiscal', 'ambicioso', 'recuperación', 'justo', 'y')",1
@PODEMOS,"('intervenir', 'mercado', 'y', 'crear', 'empresa', 'público', 'energía', 'único', 'solución', 'precio', 'luz', 'bajar', 'forma', 'definitivo')",1
@PODEMOS,"('ayuntamiento', 'cartagena', 'prisa', 'borrar', 'mensaje', 'socorro', 'sosmarmenor', 'ver', 'retransmisión', 'vuelta', 'ciclista', 'dejar', 'morir', 'mar', 'menor', 'a', 'mano', 'incompetent', 'hacer', 'marmenorparqueregional')",1
@PODEMOS,"('rey', 'utilizar', 'patrimonio', 'nacional', 'pagar', 'lujo', 'a', 'amante', 'y', 'gasto', 'palacio', 'yate', 'y', 'viaje', 'noticia', 'aparecer', 'medio', 'pacto', 'silencio', 'rodear', 'a', 'monarquía', 'vigente')",1
@PODEMOS,"('suceder', 'marmenorparqueregional')",1
@PODEMOS,"('mar', 'menor', 'volver', 'inhabitable', 'incompetencia', 'y', 'dejadez', 'gobierno', 'regional', 'pp', 'bastar', 'pelotazo', 'urbanístico', 'actuar', 'salvar él', 'proponer', 'marmenorparqueregional', 'info', 'propuesta')",1
@PODEMOS,"('salvar', 'mar', 'menor', 'y', 'mano', 'proponer', 'marmenorparqueregional', 'proteger', 'laguna', 'salado', 'y', 'crear', 'espacio', 'libre', 'nitrato', 'y', 'pelotazo', 'inmobilario', 'elegir', 'futuro', 'y', 'elegir', 'vida', 'comarca')",1
@PODEMOS,"('semana', 'volver', 'a', 'mil', 'pez', 'muerto', 'falta', 'oxígeno', 'laguna', 'mar', 'menor', 'actuar', 'y', 'a', 'destrucción', 'biosfera', 'salvar', 'mar', 'menor', 'proponer', 'marmenorparqueregional')",1
@PODEMOS,"('equipo', 'paralímpico', 'tokio', 'orgullo', 'deporte', 'español', 'ánimo', 'y', 'suerte', 'a', 'y')",1
@PODEMOS,"('y', 'pagar', 'vicio', 'y', 'capricho', 'rey', 'capítulo', 'vergüenza', 'real')",1
@PODEMOS,"('exigir', 'poner', 'marcha', 'recurso', 'necesario', 'país', 'acoger', 'tomar', 'posición', 'europeo', 'a', 'favor', 'paz', 'a', 'favor', 'diálogo', 'y', 'derecho', 'afganistán')",1
@PODEMOS,"('pedir', 'mayoritario', 'gobierno', 'psoe', 'comprometer', 'a', 'marcha', 'empresa', 'público', 'energía', 'fundamental', 'garantizar', 'interés', 'y', 'acabar', 'subida', 'injusto', 'precio', 'luz')",1
@PODEMOS,"('agresión', 'homófobo', 'valle', 'santa', 'ana', 'badajoz', 'espiral', 'violencia', 'persona', 'lgtbi', 'alentar', 'ultraderecha', 'peligroso', 'blanqueamiento', 'odio')",1
@PODEMOS,"('único', 'posibilidad', 'bajar', 'precio', 'luz', 'construir', 'empresa', 'público', 'energía', 'combatir', 'control', 'precio', 'oligopolio', 'eléctrico')",1
@PODEMOS,"('difícil', 'diferenciar', 'pp', 'vox', 'sectarismo', 'democracia', 'a', 'costar', 'caro', 'a', 'vecino', 'y', 'vecina', 'calatayud')",1
@PODEMOS,"('ganar', 'año', 'asesinato', 'federico', 'garcía', 'lorca', 'memoria', 'año', 'profundo', 'vergüenza', 'paradero', 'resto', 'mortal', 'memoria', 'justicia', 'y', 'reparación', 'y', 'víctima', 'franquismo')",1
@PODEMOS,"('ahorro', 'familia', 'gracias', 'a', 'empresa', 'público', 'energía', 'barcelona', 'público', 'responder', 'a', 'interés', 'o', 'privilegio', 'privado', 'defender', 'común')",1
@PODEMOS,"('pasar', 'afganistan', 'reflejo', 'fracaso', 'política', 'otan', 'y', 'seguidismo', 'europeo', 'ue', 'asumir', 'responsabilidad', 'reparar', 'proteger', 'e', 'iniciar', 'agenda', 'exterior', 'sujeto', 'a', 'interés', 'geopolítico', 'ajeno')",1
@PODEMOS,"('política', 'migratorio', 'evitar', 'muerte', 'y', 'desastre', 'humanitario', 'centrar', 'prevenir', 'conflicto', 'dejar', 'embaucar', 'extremismo', 'y', 'comprometido', 'legalidad', 'y', 'defensa', 'vida')",1
@PODEMOS,"('mar', 'menor', 'morir', 'asesinar', 'volver', 'inhabitable', 'incompetencia', 'y', 'dejadez', 'gobierno', 'pp', 'murcia', 'año', 'abandono', 'y', 'política', 'anti', 'ecológico', 'llevar', 'a', 'agonía', 'precedente')",1
@PODEMOS,"('cumplir', 'año', 'salvaje', 'atentado', 'barcelona', 'y', 'cambrils', 'recuerdo', 'y', 'cariño', 'a', 'víctima', 'y', 'familia', 'odio', 'y', 'terror', 'destruir', 'convivencia', 'país', 'defender', 'paz', 'y', 'solidaridad')",1
@PODEMOS,"('forma', 'realmente', 'efectivo', 'bajar', 'factura', 'luz')",1
@PODEMOS,"('imposible',)",1
@PODEMOS,"('necesitar', 'a', 'nivel', 'estatal', 'bajar', 'factura', 'luz', 'empresa', 'público', 'energía', 'poner', 'a', 'manipulación', 'oligopolio', 'eléctrico')",1
@PODEMOS,"('cambio', 'climático', 'predicción', 'y', 'rápido', 'creer')",1
@PODEMOS,"('oligopolio', 'eléctrico', 'entender', 'seguir', 'trampa', 'intervenir', 'mercado', 'y', 'hacer', 'valer', 'interés', 'general', 'beneficio', 'oligopolio')",1
@PODEMOS,"('deportar', 'niño', 'a', 'marruecos', 'incumplir', 'normativa', 'nacional', 'e', 'internacional', 'derechos', 'humanos', 'pin', 'quita', 'y', 'pon', 'y', 'compromiso', 'demostrar', 'momento', 'difícil', 'presidente', 'gobierno', 'intervenir')",1
@PODEMOS,"('seguir', 'preocupación', 'incendio', 'castigar', 'provincia', 'ávila', 'agradecimiento', 'y', 'admiración', 'a', 'profesional', 'equipo', 'extinción', 'enorme', 'labor')",1
@PODEMOS,(),1
@PODEMOS,"('solución', 'factible')",1
@PODEMOS,"('poner', 'interés', 'gente', 'centro', 'ambición', 'valentía', 'y', 'deber él', 'favor', 'a', 'eléctrica', 'solución', 'factible', 'problema', 'precio', 'luz')",1
@PODEMOS,"('llegar', 'intervenir', 'mercado', 'eléctrico', 'dejar')",1
@PODEMOS,"('llevar', 'año', 'propuesta', 'creación', 'empresa', 'público', 'energía', 'psoe', 'aceptar', 'intervenir', 'y', 'fijar', 'precio', 'máximo', 'a', 'tecnología', 'función', 'coste', 'real', 'producción')",1
@PODEMOS,"('españa', 'tener', 'empresa', 'público', 'energía', 'veer', 'manipulación', 'precio', 'vivir', 'momento')",1
@PODEMOS,"('solución', 'problema', 'estructural', 'precio', 'luz', 'falta', 'voluntad', 'político', 'socio', 'gobierno')",1
@PODEMOS,"('país', 'invertir', 'juventud', 'país', 'futuro', 'y', 'quedar', 'avance', 'juventudconderechos', 'balance', 'diainternacionaldelajuventud')",1
@PODEMOS,"('up', 'único', 'espacio', 'político', 'ofrecer', 'solución', 'a', 'abuso', 'oligopolio', 'eléctrico', 'intervenir', 'mercado', 'y', 'crear', 'empresa', 'público', 'falta', 'valentía', 'y', 'deber él', 'favor', 'a', 'eléctrica', 'batalla')",1
@PODEMOS,"('querer', 'oír', 'realidad')",1
@PODEMOS,"('necesario', 'pacto', 'violencia', 'género', 'necesario', 'punto', 'violeta', 'necesario', 'catálogo', 'medida', 'urgente', 'importante', 'política', 'feminista', 'niunamenos')",1
@PODEMOS,"('reivindicar', 'a', 'blas', 'infante', 'reivindicar', 'sanidad', 'y', 'educación', 'público', 'servicio', 'social', 'protección', 'social', 'y', 'modelo', 'productivo', 'definitiva', 'matria', 'cuidar', 'aniversario', 'asesinato', 'blas', 'infante')",1
@PODEMOS,"('centro', 'salud', 'cerrado', 'lista', 'espera', 'operar él', 'personal', 'quemado', 'y', 'maltratado', 'estar', 'sanidad', 'público', 'oportunidad', 'negocio', 'privado', 'derecha', 'cargar', 'salud', 'madrileño')",1
@PODEMOS,"('dureza', 'dato', 'cambio', 'climático', 'llevar yo', 'desánimo', 'a', 'acción', 'climático', 'planeta')",1
@PODEMOS,"('fijar tú', 'querer', 'a', 'españa', 'derecha', 'dogmático', 'negacionismo', 'acientífico', 'crisis', 'climático', 'terminar', 'convertir', 'país', 'desierto', 'importar', 'bledo', 'futuro', 'españa', 'querer', 'someter él', 'a', 'irracionalidad', 'sacar', 'tajada')",1
@PODEMOS,"('grupo', 'experto', 'cambio', 'climático', 'ipcc', 'confirmar', 'peor', 'sospecha', 'cambio', 'climático', 'provocar', 'irreversible', 'medida', 'global', 'drástico', 'minimizar él', 'ecosistema', 'y', 'vida', 'tierra', 'cambiar', 'catastrófico', 'humanidad')",1
@PODEMOS,"('década', 'reducir', 'emisión', 'meta', 'ambicioso', 'aumentar', 'ambición', 'a', 'imposible', 'parar', 'catástrofe', 'climático', 'informe', 'ipcc')",1
@PODEMOS,"('kayar', 'senegal', 'madrid', 'pescador', 'y', 'mantero', 'a', 'hostelero', 'y', 'diputado', 'dejar', 'leer', 'historia', 'país')",1
@PODEMOS,"('gracias', 'a', 'y', 'deportista', 'representar yo', 'orgullo', 'gracia', 'hacer yo', 'disfrutar', 'momento', 'difícil', 'gracia', 'y', 'minuto', 'y', 'g', 'r', 'a', 'c', 'i', 'a', 's')",1
@PODEMOS,"('terminar', 'sábado', 'histórico', 'medalla', 'plata', 'gracia', 'hacer yo', 'disfrutar', 'haber', 'juego', 'recordar', 'enhorabuena', 'campeón')",1
@PODEMOS,"('año', 'greenpeace', 'sobrevolar', 'amazonas', 'año', 'confirmar', 'destrucción', 'acelerado', 'presentar', 'amenaza', 'mitigar', 'política', 'verde', 'poner', 'vida', 'y', 'planeta', 'centro')",1
@PODEMOS,"('denunciar', 'censura', 'testimonio', 'superviviente', 'holocausto', 'youtube', 'realizar', 'labor', 'divulgación', 'esencial', 'silenciar', 'necesitar', 'memoria', 'olvidar', 'youtube', 'rectificar')",1
@PODEMOS,"('grecia', 'croma', 'película', 'crisis', 'climático', 'derecha', 'negar', 'llama', 'llegar', 'plaza', 'colón')",1
@PODEMOS,"('derecha', 'conciencia', 'democrático', 'y', 'antifascista', 'salir', 'barato', 'blanquear', 'fascismo', 'problema', 'ataque', 'a', 'sede', 'cartagena')",1
@PODEMOS,"('medalla', 'españa', 'jornada', 'impresionante', 'deportista', 'imparable', 'enhorabuena', 'a', 'hispano', 'bronce', 'haber', 'dejar', 'marca', 'deporte', 'y')",1
@PODEMOS,"('medalla', 'y', 'gracias', 'equipo', 'waterpolo', 'femenino', 'conseguir', 'medalla', 'plata', 'españa', 'orgullo', 'y', 'y', 'deporte', 'español', 'enorme')",1
